,id,dateAdded,dateUpdated,name,brand,reviews.date,reviews.dateSeen,reviews.doRecommend,reviews.numHelpful,reviews.rating,reviews.text,reviews.title,reviews.username
1089,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-21T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,Purchased as a gift for the family. Can’t wait to use it.,Gift,Amanda
1096,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-18T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,We all love ALEXA! You can play games like Jeopardy or would you rather family edition. The kids love to have Alexa tell them jokes.,Awesome for the family,Jason
1121,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-09T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"We finally decided to try the Echo system, after months and months of debate. We purchased the Echo Plus & an Echo Dot. The Plus easily handles our main two floors and the Dot handles our upstairs. The Plus's speakers are incredible for its size. We both agree we made the right choice to get the Plus.",This is so much fun,Chuck
1127,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-16T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,We have two echo ourselves and purchased this as a gift for someone. We have smart plugs for our lamps that Alexa turns on/off.,Great Gift Idea,Karen
1149,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-21T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"Love the echo plus. Easy to set up with comparable extras, has simplified so many things in my home. Takes some getting to use to but patience and practice and males all the difference.",Easy to set up,Jess
1157,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-23T00:00:00.000Z,2018-04-26T00:00:00Z,0,0,3,It has very limited use without adding on expensive Apps or adding more wireless speakers. I am considering returning the merchandise,Not sure it's worth the money,Bill
1174,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-20T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"This Amazon Echo is the COOLEST gadget you can buy, it is VERY SMART and learns very fast. it runs many items in our home IE Nest, LG TV, Lights",GREAT BUY,Bill
1178,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-22T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,This is my second Alexa and the second time set up so much easier. I love the extra volume for my music and the peer to peer calling gives me a mini hands free intercom. Still discovering the new features.,New is better,Chuck
1195,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-02-21T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"I love amazon products, easy to use and install. I recommend them 100%. very good sound and above all price",Great speaker,Angie
1201,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-14T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,Built-in hub only lets your control Philips Hue with your voice. You still need the Philips Hue hub to be able to use the Hue app. I ended up buying the Hue hub as well. Has better speaker than the regular Echo.,Built-in Is Not Fully Functional,Anonymous
1210,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-18T00:00:00.000Z,2018-04-26T00:00:00Z,1,1,4,A fun little device on the cutting edge of consumer artificial intelligence. Sp aker sounds pretty good. Alexa does have some problems understanding how I ask questions a fair amount of the time.,Fun with good quality,Bill
1220,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-20T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"I really purchased this for my wife to use as a Bluetooth speaker knowing that maybe we would find something else for it to do. I'm glad I did, now. We have Christmas tree lights going off and on, lamps dimming at precise measures, ""Alexa, light 30 percent"", and am looking at the other many, many things that this can do. It's easy to setup, too.",Very Handy,PJL1
1258,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-02-21T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,This is the best...fast to play music and check weather and lots of other questions,The best,Karen
1308,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-12T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"You simply must have a virtual voice activated assistant. I can not recommend this product enough. If you don’t have one, you will eventually. If you can’t afford you, you aren’t a Big Baller.",I bought one Alexa and three Echo Dots,Greg
1320,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-05T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"Love this product, super easy to use and able to have a lot of fun with this with entertaining guests and ourselves.",More Amazon Fun,rick
1326,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-02-21T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,Alexa usually works well but it has turned on things when I did not tell it to.,Alexa,Barb
1331,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-06T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,This may be an incremental upgrade to the original Amazon Echo but is definitely worth it. Miles ahead from Google Home.,Makes for a fun home,Rick
1332,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-18T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,As I made my home a smart home I know I know I made a smart choice with Amazon Echo and Philips light bulbs. I'm looking forward to adding more smart gadgets to my collection.,Smart Choice,Eric
1341,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-06T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,We love the Echo II. Its an awesome product. Great price too,Great product and lots of fun to use!!,Angie
1353,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-22T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"I have not had a chance to use the HUB function on this device, but it was easy to set up and get running, still learning how to make it work with the other echo devices, but overall it operates as advertised.",All as advertised,Larry
1366,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-03-21T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,Bought as a Christmas gift. Works good with no problems,Nice,Scrubz
1370,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-02-09T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,No issues perfect works as advertised........................,Works great,James
1411,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-02-02T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"The Alexa works well and turns my lights on and off for me in bed, and plays my playlist for when I sleep. Very nice for the bedroom.",Very interesting,Robert
1418,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-23T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,3,Have just started using Alexa and am looking forward to all the other things that are available to use with the unit,Great Product,Greg
1419,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-26T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,i was weary about it at first but it was easy to setup and get the hang of and definitely makes life easier!,love it!,Jess
1433,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-11-01T00:00:00.000Z,2018-04-26T00:00:00Z,1,2,5,I bought the echo plus that is supposed to come with a Phillips Hue light bulb. I got the echo plus but no light bulb. I contacted Elite Plus and after a very long go around was told I would get a $20 credit on the best buy gift card that I used as part of the payment. I was told it would take up to 15 days to get the credit (why so long). I was also told I would get an email stating info about the credit. I still have not gotten the email. I have my doubts if I will ever see the $20 put back on my gift card. This is the second time I have ordered a bundle from Best Buy online and have received the main item but not the bundled items. Last year I bought a friend a PS4 bundle for XMas. They got the PS4 but none of the included games. I had to call and get the games sent out separately. I don't know what is the problem is with their online ordering when bundled items are included. I am getting very wary of ordering anything online with Best Buy that I will get what I ordered on time. BTW... I really like the Echo Plus. Just not the screw up with the shipping and the initial solution I was offered when I called customer service.,Didn't get entire order,Rick
1438,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-02T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"This is a must, excellent technology. Great design and sleek looks. I am very happy with unit.",Smart system,Greg
1439,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-01T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,This thing works great! I would recommend to all of my friends. Should have bought one sooner. We listen to music non stop now.,ALEXA!!,Clint
1441,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-13T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,Love this thing ! I have linked it to my Hue System and my Fire TV. I ask her and she does it. Fun to play games also. My wife was sceptical but now she uses it more than me,Cool Stuff,Rick
1444,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-09T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,I like it for controlling my lights. I like that we can play anyone's music playlist.,Convenient,Tony
1446,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-04-15T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,I love our Amazon echo plus! My boyfriend says this was the best present for Christmas. daily.,I love our Amazon echo plus,Jenny
1452,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-01T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,This was purchased as a Christmas gift for my wife so I haven't used it yet. We do have several echo dots and we love those. With it coming with hue light bulb that's an added bonus,Awesome Product,Eric
1455,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-22T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"nice and compact, great sound, easy to use, love it.",great product,rick
1486,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-15T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,Works great! Just the beginning of my plans for a smart house!,Love it!,Jess
1494,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-12T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,This is a pretty good all-in-one starter for a smart Home set up. It’s fully functional and doesn’t require a separate hub purchase for other smart Home devises.,Echo Plus,Mike
1519,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-26T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"The speaker is an improvement over the Echo Dot, set up was easy and connecting additional home automation products to it as we acquire them has been a simple process. Works as advertised! Have not really had a need for the HUB part yet though.",Fun & Useful,Larry
1525,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2017-12-08T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,4,"It’s fun for the family to play with, but it may get boring after the newness wears off. We’ll see.",Fun toy,Jason
1527,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-20T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"Great and fun , almost like having someone in the room with you",Super cool and fun,Mike
1528,AWMjT0WguC1rwyj_rFh3,2018-05-02T14:01:51Z,2018-09-21T19:44:16Z,Amazon - Echo Plus w/ Built-In Hub - Silver,Amazon,2018-01-20T00:00:00.000Z,2018-04-26T00:00:00Z,1,0,5,"I love the Alexa. It has encouraged me to automate my home. Now I have lighting that comes on when I ask, My heat is controlled wherever I am and it's fun asking her (Alexa) questions.",Alexa is wonderful,Mark
1567,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2017-10-06T00:00:00.000Z,2017-10-10T00:00:00Z,1,0,5,very good product and service will refer a friend.,very good product and service.,Richard
1570,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2016-10-15T00:00:00.000Z,"2018-05-27T00:00:00Z,2017-07-07T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-09T00:00:00Z,2017-08-02T00:00:00Z,2017-08-19T00:00:00Z,2017-08-27T00:00:00Z,2017-08-31T00:00:00Z",1,0,5,"I prefer the Kindle to a book. I like the change of letter size, storing many, many books, and the ease of carrying it. I love to read when I travel, and this is the way to go.","I've had one before, so I knew I'd be happy",horseman
1580,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2018-04-16T00:00:00.000Z,2018-05-27T00:00:00Z,1,0,5,"My wife loves to read, but she was always hesitant to try ebooks. She used to think that ebooks could never have the same tactile feel as a physical book. I talked her into it by telling her its lighter, easier to hold, can hold thousands of books and if she hated it we can return it. But she loves ebooks now and doesnt want to go back. She also found out that Amazon has a lot of books which cost nothing, namely classics and such...I think. If you like to read in the dark then get the paperwhite version. The LED's are a nice touch.",My wife loves it,ianmckaye
1583,AVph0EeEilAPnD_x9myq,2017-01-11T06:58:33Z,2018-09-21T18:45:21Z,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,2017-01-16T00:00:00.000Z,"2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-06-03T00:00:00Z",1,0,5,This is great product. The tablet are made tough and great price.,Great tapblet,john
1586,AVpgdkC8ilAPnD_xsvyi,2016-04-10T22:00:34Z,2018-09-21T18:45:21Z,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,2016-07-23T00:00:00.000Z,"2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-07-08T00:00:00Z,2017-04-30T00:00:00Z,2017-06-08T00:00:00Z,2017-06-07T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",0,0,2,"Can't really give a full review since the Kindle Fire seemed to work properly, however, the security, Webroot Anywhere, that was included was impossible to install. I tried calling Geek Squad 4 times for support and was disconnected EVERY time. I finally went to store for instructions which they printed off but still would not download. I've ended up buying an iPad which is fantastic and would not buy again from BestBuy.",Unfortunate,Shannon
1589,AVpgdkC8ilAPnD_xsvyi,2016-04-10T22:00:34Z,2018-09-21T18:45:21Z,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,2016-12-26T00:00:00.000Z,"2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-08T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,"Gave it to my grandkids (ages 3, 4 & 9) for Christmas and they loved it.",Great for kids,Elnolo13
1594,AVph0EeEilAPnD_x9myq,2017-01-11T06:58:33Z,2018-09-21T18:45:21Z,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,2016-12-30T00:00:00.000Z,"2017-03-16T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-06-03T00:00:00Z",1,0,5,This was a gift for my kids. They love them. Easy to use and lots of great apps!,Perfect for 8 yr old,Jam24
1621,AVqkIhkhv8e3D1O-lebZ,2017-03-06T14:59:42Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 16 GB - Includes Special Offers, Blue",Amazon,2016-12-14T00:00:00.000Z,2017-03-23T00:00:00Z,1,0,5,Looks pretty solid will update review as soon as gift is opened .,Bought as a Gift,Romanv011
1633,AVqkIh9HQMlgsOJE6fu_,2017-03-06T14:59:44Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Amazon,2017-02-11T00:00:00.000Z,"2017-04-30T00:00:00Z,2017-06-07T00:00:00Z",0,0,1,"Bought this mostly as a backup.and to read a few books, since I have a larger cell phone and a back up. Used it occasionally may 40 or 50 hours of use till this week when I sent my laptop in for repairs. so I probably used it a tot this week. I was watching my 3rd Primetime video this week and it simply turned off. It will not turn on using any power trick such as safe mode. It is gone, It is toast. Bought it October 11, 2016 , It quit on February 9, 2015. My old Fire lasted 4 or 5 years with more use. it had stereo speakers, lasted a week on a charge not 2 or 3 days.Sturdier built. This is full of junk, I am not just offered more apps, it is constantly trying to add them. JUNK JUNK JUNK","less than 120 days, about 100 use. It is toast!",PatF
1652,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2017-08-11T00:00:00.000Z,"2018-05-27T00:00:00Z,2017-08-27T00:00:00Z,2017-08-31T00:00:00Z",0,0,3,In my opinion this model is too small and feels cheap. And sd card slot.,Feels cheap,DragonHawk1960
1666,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2017-12-09T00:00:00.000Z,2018-05-27T00:00:00Z,1,0,5,I had the 4th generation. I am quite happy with the upgrade. Good battery life,A good upgrade,Mitz
1679,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2016-09-25T00:00:00.000Z,"2018-05-27T00:00:00Z,2017-07-07T00:00:00Z,2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-05-10T00:00:00Z,2017-08-09T00:00:00Z,2017-08-02T00:00:00Z,2017-08-19T00:00:00Z,2017-08-27T00:00:00Z,2017-08-31T00:00:00Z",1,0,5,Easy to navigate. Daughter loves it. It's lightweigh and its just what she needed for this avid reader.,Great product,Dani
1687,AVpgdkC8ilAPnD_xsvyi,2016-04-10T22:00:34Z,2018-09-21T18:45:21Z,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,2016-07-10T00:00:00.000Z,"2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-08T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,3,"Overall it is a good tablet, but I am not a fan of the limitations of the silk browser and Amazon app store.",Overall okay,Greg
1703,AVqkIh9HQMlgsOJE6fu_,2017-03-06T14:59:44Z,2018-09-21T18:45:21Z,"All-New Fire HD 8 Tablet, 8 HD Display, Wi-Fi, 32 GB - Includes Special Offers, Blue",Amazon,2017-01-16T00:00:00.000Z,"2017-04-30T00:00:00Z,2017-06-07T00:00:00Z",1,0,5,This is my second kindle. Have a few more items to learn. But love it. Easy to get around the apps.,Love my kindle,Dqueen
1708,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2017-12-08T00:00:00.000Z,2018-05-27T00:00:00Z,1,0,4,I purchased this Kindle for my daughter and she really enjoys using it !!,Nice Kindle!,Kitten
1715,AVph0EeEilAPnD_x9myq,2017-01-11T06:58:33Z,2018-09-21T18:45:21Z,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,2017-02-03T00:00:00.000Z,"2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-06-03T00:00:00Z",1,0,5,Gift for my great nephew and he really loves it. He loves it so much that Mom has to limit amount of time he allowed to play with it because he would play it 24/7.,Tablet for kid,Marykenfmc
1717,AVpgdkC8ilAPnD_xsvyi,2016-04-10T22:00:34Z,2018-09-21T18:45:21Z,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,2016-08-05T00:00:00.000Z,"2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-04-30T00:00:00Z,2017-06-08T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z,2017-08-19T00:00:00Z",1,0,5,"Bought it for my wife and I haven't heard any complaints, so I think it's great. If she's happy I'm happy",Good and cheap,Robert
1732,AVph0EeEilAPnD_x9myq,2017-01-11T06:58:33Z,2018-09-21T18:45:21Z,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,2017-02-02T00:00:00.000Z,"2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-06-03T00:00:00Z",1,0,4,"this was a christmas present, for the nephew works good, he loves it",Works good,Auntie
1736,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2018-04-16T00:00:00.000Z,2018-05-27T00:00:00Z,1,0,5,"My wife loves to read, but she was always hesitant to try ebooks. She used to think that ebooks could never have the same tactile feel as a physical book. I talked her into it by telling her its lighter, easier to hold, can hold thousands of books and if she hated it we can return it. But she loves ebooks now and doesnt want to go back. She also found out that Amazon has a lot of books which cost nothing, namely classics and such...I think. If you like to read in the dark then get the paperwhite version. The LED's are a nice touch.",My wife loves it,ianmckaye
1743,AVqVGZSEQMlgsOJE6eUc,2017-03-03T16:56:06Z,2018-09-21T18:45:21Z,"Kindle E-reader - White, 6 Glare-Free Touchscreen Display, Wi-Fi - Includes Special Offers",Amazon,2017-09-01T00:00:00.000Z,"2018-05-27T00:00:00Z,2017-09-06T00:00:00Z,2017-09-12T00:00:00Z",1,0,4,"This is really good if you read a lot, doesn't strain your eyes and very light weight. Only demerit is - cant use in night if there is not enough light.",Great buy if you read a lot,Shashi
1749,AVqVGWLKnnc1JgDc3jF1,2017-03-03T16:55:53Z,2018-09-21T18:45:21Z,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Green Kid-Proof Case",Amazon,2017-01-21T00:00:00.000Z,"2017-06-04T00:00:00Z,2017-06-03T00:00:00Z",1,0,5,This tablet is a nice budget friendly device that is also rugged. It has survived countless falls from my 3 yr old. He loves it and it keeps him learning for hours.,Kid tested kid approved,Jesse
1760,AVph0EeEilAPnD_x9myq,2017-01-11T06:58:33Z,2018-09-21T18:45:21Z,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,2016-12-23T00:00:00.000Z,"2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-06-03T00:00:00Z",1,0,5,Bought this for my daughter for christmas. I know she will like playing games on it,Good for kids 6 to 10,santa
1768,AVpgdkC8ilAPnD_xsvyi,2016-04-10T22:00:34Z,2018-09-21T18:45:21Z,"Fire Tablet, 7 Display, Wi-Fi, 16 GB - Includes Special Offers, Black",Amazon,2017-05-18T00:00:00.000Z,"2017-09-03T00:00:00Z,2017-08-27T00:00:00Z,2017-08-09T00:00:00Z,2017-08-19T00:00:00Z,2017-06-08T00:00:00Z,2017-06-07T00:00:00Z,2017-07-08T00:00:00Z,2017-08-06T00:00:00Z",1,0,5,My daughter loves it. She loves the books that she can read.,We love the books that you can read.,Gina
1784,AVph0EeEilAPnD_x9myq,2017-01-11T06:58:33Z,2018-09-21T18:45:21Z,"Fire Kids Edition Tablet, 7 Display, Wi-Fi, 16 GB, Blue Kid-Proof Case",Amazon,2017-04-21T00:00:00.000Z,"2017-04-26T00:00:00Z,2017-06-04T00:00:00Z,2017-06-03T00:00:00Z",1,0,5,This is the best purchase I've mad in a tablet my daughter loves it,Great for kids,Bobby
